"","species","citation","entry","lon","lat","comments","year","accepted_name"
"1773","Hordeum europaeum","@schalowErgebnisseDurchforschungSchlesischen1934","Hordeum europaeum Eulengebirge: mehrfach (Prof. Schube)!",16.55923,50.66868,"Góry Sowie, w wielu miejscach","1934","Hordelymus europaeus (L.) Jess. ex Harz"
"1774","Hordeum europaeum","@schalowErgebnisseDurchforschungSchlesischen1935","Hordeum europaeum [...] Altheide: Nesselgrunder Forst (Becker)!",16.5102,50.37155,"Pokrzywno, las","1935","Hordelymus europaeus (L.) Jess. ex Harz"
"1775","Hordeum europaeum","@schalowErgebnisseDurchforschungSchlesischen1935","Hordeum europaeum [...] Landeshut: Reußendorf (Strauch)!; [...]",15.982,50.80393,"Raszów","1935","Hordelymus europaeus (L.) Jess. ex Harz"
"1776","Hordeum europaeum","@schalowErgebnisseDurchforschungSchlesischen1935","Hordeum europaeum Bolkenhain: Einsiedel (Kruber);",16.06001,50.8578,"Pustelnik","1935","Hordelymus europaeus (L.) Jess. ex Harz"
"1777","Hordeum maritimum With.","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Brachypodium distachyon (L.) B. et Sch. Breslau: Güterbhf. West! (Dr. K. Meyer)! [...] Lepturus pannonicus Knuth. Wie vor. Haynaldia villosa (L.) Schur. Wie vor. Hordeum maritimum With. Wie vor.",17.01173,51.11007,"Wrocław, między ul. Braniborska a Robotnicza","1931","Hordeum marinum Huds."
"1778","Humulus Lupulus","@schalowErgebnisseDurchforschungSchlesischen1934","Humulus Lupulus hat nach meinen Beobachtungen regelmäßig hellgefleckte Erstlings­ blätter, so unter anderem Breslau: [...] Pannwitz!",16.91768,51.20236,"Paniowice, gm. Oborniki Śląskie, pow. trzebnicki","1934","Humulus lupulus L."
"1779","Humulus Lupulus","@schalowErgebnisseDurchforschungSchlesischen1934","Humulus Lupulus hat nach meinen Beobachtungen regelmäßig hellgefleckte Erstlings­ blätter, so unter anderem Breslau: Süßwinkel [...]",17.29672,51.12648,"Kątna, gm. Długołęka, pow. wrocławski","1934","Humulus lupulus L."
"1780","Lycopodium selago","@vonuechtritzMittheilungenUberFolgende1864","Lycopodium Selago L. Wald bei der Alexanderhütte (R. Müller).",19.12894,50.23005,"","1864","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1781","Lycopodium selago","@vonuechtritzMittheilungenUberFolgende1864","Lycopodium Selago L. Selten in der Podlenze,",19.17488,50.21479,"","1864","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1782","Lycopodium selago","@mildeBeitragZurBryologischen1867","[...] Lycopodium annotinum und Selago,",15.56198,50.77986,"","1867","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1783","Lycopodium selago","@mildeBotanischeMittheilungenAus1867","auf einer nassen Wiese Equisetum limosum var. uliginosum c. fr.; an trocknen Stellen Lycopodium Selago, Selaginella spiculosa.",15.69466,50.75904,"","1867","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1784","Lycopodium selago","@mildeUeberFloraGoerbersdorf1869","ebenso finden sich Lycopodium Selago, annotinum und clavatum nur zerstreut und sparsam; Botrychium Lunaria sparsam im Freuden­ grunde. Von Equiseten sind nicht selten: E. arvense, E. palustre, E. limosum, E. silvaticum und auf der Höhe zwischen Görbersdorf und Schmidtsdorf E. litorale Kühlwein.",16.23059,50.69743,"","1869","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1785","Lycopodium selago","@mildeNeueStandorteSchlesischer1871","Lycopodium Selago L. [...] selten um Sagan (Everken).",15.2875,51.61617,"Żagań","1871","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1786","Lycopodium selago","@mildeNeueStandorteSchlesischer1871","Lycopodium Selago L. Bunzlau (L.) selten",15.54194,51.25514,"","1871","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1787","Lycopodium selago","@mildeNeueStandorteSchlesischer1871","Lycopodium Selago L. Rabengeb. (Ders.)",16.18693,50.72161,"","1871","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1788","Lycopodium selago","@beckerBerichtUeberThaetigkeit1875","“Sehr artenreich ist der Waldcomplex zwischen Petersdorf und dem Bober; er birgt unter Anderem in sich: Osmunda (1849 an zwei Stelle noch zahlreich), Lycopodium Selago, annotinum (in grosser Ausdehnung), Polypodium Dryopteris, Ledum, Elaphomyces granulatus, Polyporus Schweinizii, indurescens n. sp., Agaricus involutus.",15.69038,51.51784,"","1875","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1789","Lycopodium selago","@vonuechtritzResultateDurchforschungSchlesischen1883","Lycopodium Selago L. Oppeln: [...] und vor Malapane nicht selten. (Schmidt.)",18.22875,50.6811,"","1883","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1790","Lycopodium selago","@vonuechtritzResultateDurchforschungSchlesischen1883","Lycopodium Selago L. Oppeln: unter Fichten in den Wäldern um Chronstau",18.07734,50.68172,"","1883","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1791","Lycopodium selago","@vonuechtritzResultateDurchforschungSchlesischen1883","Lycopodium Selago L. Schattige Schluchten an der Wysokagóra! (H. Schulze.) ",NA,NA,"","1883","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1792","Lycopodium selago","@vonuechtritzResultateDurchforschungSchlesischen1884","Lycopodium Selago L. Gleiwitz: Labander Wald und zwar die var. recurvum (Kit.)! (Jungck); ebendort L. annotinum",18.63655,50.34904,"Łabędy, Gliwice; las na północny-wschód od miejscowości","1884","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1793","Lycopodium selago","@fiekErgebnisseDurchforschungSchlesischen1892","Lycopodium Selago L. Haynau: Forsthaus bei der Silberquelle mit L. annotinum! (Figert). An beiden Orten ziemlich sparsam.",15.84326,51.34885,"","1892","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1794","Lycopodium selago","@fiekErgebnisseDurchforschungSchlesischen1892","Lycopodium Selago L. Görlitzer Haide im Revier Rothwasser (Barber)!;",15.19753,51.26472,"Czerwona Woda, gm. Węgliniec, pow. zgorzelecki","1892","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1795","Lycopodium selago","@fiekErgebnisseDurchforschungSchlesischen1892","Lycopodium Selago L. Breslau: Obernigk (Schneidert. Kionka, S.).",16.91896,51.30656,"","1892","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1796","Lycopodium selago","@fiekErgebnisseDurchforschungSchlesischen1893","Lycopodium Selago L. Tarnowitz: Neudecker Forst (Wossidlo, S.).",18.94513,50.45233,"","1893","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1797","Lycopodium selago","@fiekErgebnisseDurchforschungSchlesischen1893","Lycopodium Selago L. Marklissa: bei d. Goldentraummühle (S.);",15.2624,51.01783,"","1893","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1798","Lycopodium selago","@fiekErgebnisseDurchforschungSchlesischen1894","Lycopodium Selago L. Juliusburg: Blücherwald (S.).",17.28992,51.32687,"","1894","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1799","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1897","Lycopodium Selago Rosenberg: bei Wollentschin 1884, jetzt durch Urbarmachung der Stelle verschwunden (Zuschke)!",18.5257,50.9449,"Wolęcin, gm. Radłów, pow. oleski","1897","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1800","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1897","Lycopodium Selago Bunzlau: Wehrauer Heide im Revier Altenhayn (Barber);",15.35447,51.25331,"","1897","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1801","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1897","Lycopodium Selago L. Görlitzer Heide: Revier Heidewaldau;",15.2937,51.2602,"","1897","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1802","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1898","Lycopodium Selago. Guhrau: Königsbruch (N.)!",16.77789,51.52391,"","1898","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1803","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1901","Lycopodium Selago. Tarnowitz: Segethwald (W.).",18.84835,50.40803,"","1901","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1804","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1901","Lycopodium Selago. Eulengebirge: am „Mittelwege“ unter der Hohen Eule (M. Fiek)!;",16.48255,50.67836,"","1901","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1805","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1901","Lycopodium Selago. Militsch: zw. Postel und dem Waldkretscham! (v. Salisch);",17.25395,51.46474,"pomiędzy miejscowościami Postolin i przysiółkiem Lasowice, Postolin, gm. Milicz","1901","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1806","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1901","Lycopodium Selago. Kupferberg: Schlacken- und Münzethal bei Jannowitz (Schöpke);",15.92137,50.8567,"","1901","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1807","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1903","Lycopodium Selago. Ratiboř (Milde, h. s.)!",18.26729,50.09756,"","1903","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1808","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1903","Lycopodium Selago. Görlitz: südwestlich der Station Kohlfurt (E. Fiek, h. s.) !",15.21032,51.28341,"","1903","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1809","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1903","Lycopodium Selago. Görlitz: Geiersberg b. Rengersdorf (R. Peck, h. s.) !",14.90832,51.21415,"","1903","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1810","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1904","Lycopodium Selago. Haynau: beim „Wüsten Schloß“ im Stadtforste (Schikora)!",15.86669,51.33994,"Biskupin, gm. Chojnów, teren grodziska w lesie","1904","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1811","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1907","Lycopodium Selago. Bunzlau: Lorenzdorf (Rothe)!",15.43408,51.39336,"","1907","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1812","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1907","Lycopodium Selago. Muskau: Ob.-Zibelle (ders.);",14.8531,51.59306,"","1907","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1813","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1907","Lycopodium Selago. Muskau: Bergpark (Lauche)!,",14.71782,51.53704,"","1907","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1814","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1911","Lycopodium selago. Carlsruhe: Zawisc (R.)!",17.95379,50.97555,"Zawiść, gm. Pokój, pow. namysłowski","1911","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1815","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1911","Lycopodium selago. Rosenberg: Sarrawarra gegen Jesowlug;",18.10063,50.82882,"","1911","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1816","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1913","Lycopodium selago. Goschütz: spärlich an der Linie 108/94!",17.51182,51.36141,"","1913","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1817","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1914","Lycopodium selago. Cosel: Heide bei Goschütz (W.).",18.4103,50.26574,"","1914","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1818","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1915","Lycopodium selago. Militsch: Wensewitz (ders.).",17.39773,51.60741,"","1915","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1819","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1915","Lycopodium selago. Militsch: zwischen Ziegelscheune und Goidinowe (Schalow)!",17.3095,51.55442,"","1915","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1820","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1928","Lycopodium selago Kon[stadt]: Stadtwald (H).",18.07842,51.01949,"Wołczyn, pow. kluczborski; las","1928","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1821","Lycopodium selago","@schubeErgebnisseDurchforschungSchlesischen1928","Lycopodium selago Kon[stadt]: Bürgsdorf! (H)",18.0813,51.02586,"Brzezinki, gm. Wołczyn, pow. kluczborski","1928","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1822","Lycopodium selago","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Lycopodium Selago Neurode: Tränkeberg bei Hausdorf (Kramarz)!",16.54497,50.62784,"bezimienne wzgórze na wschód od Jugów, gm. Nowa Ruda","1931","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1823","Lycopodium selago","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Lycopodium Selago Waldenburg: Czettritzbusch (Dr. K. Tiegel)!;",16.29477,50.73411,"Wałbrzych, okolice Zamkowej Góry, https://de.wikipedia.org/wiki/Czettritz; https://bibliothek.alpenverein.de/webOPAC/02_AV-Sektionsschriften/Sektion_Waldenburg/Jahresberichte/SektionWaldenburg1908Nr.2-web.pdf","1931","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1824","Lycopodium selago","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Lycopodium Selago Wohlau: Zauche (Juhnke)!;",16.54946,51.36304,"obszar Rezerwat Uroczysko Wrzosy","1931","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1825","Lycopodium selago","@schalowErgebnisseDurchforschungSchlesischen1934","Lycopodium Selago Reinerz: Vetenberg im Nesselgrunder Forst (Becker) ",16.47782,50.37664,"wzgórze bez nazwy między wzgórzami Wietrznik a Pokietnica","1934","Huperzia selago (L.) Bernh. ex Schrank & Mart"
"1826","Hydrocharis Morsus ranae","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Hydrocharis Morsus ranae Bolkenhain: Idabruch bei Girlachsdorf (Strauch).",16.23873,50.99827,"dawny kamieniołom, Gniewków, gm. Dobromierz, pow. świdnicki (https://www.researchgate.net/profile/Adam-Szuszkiewicz-2/publication/273566027_Geologie_und_Mineralvorkommen_des_Granitmassivs_Striegau_-_Zobten/links/55059d110cf231de07778167/Geologie-und-Mineralvorkommen-des-Granitmassivs-Striegau-Zobten.pdf, str. 23)","1933","Hydrocharis morsus-ranae L."
"1827","Hydrocotyle vulgaris","@schalowErgebnisseDurchforschungSchlesischen1932","Hydrocotyle vulgaris Liebenthal: Hennersdorf (Buchs)!",15.52948,50.98752,"Popielówek, gm. Lubomierz, pow. lwówecki","1932","Hydrocotyle vulgaris L."
"1828","Hydrocotyle vulgaris","@schalowErgebnisseDurchforschungSchlesischen1936","Von den vielen beachtenswerten Funden aus diesem Gebietsteil muß an erster Stelle die Entdeckung von Gentiana verna bei Neustadt a. d. Spree durch den Vorsteher der Bautzener Gesellschaft „Isis“, Dr. Jordan, erwähnt werden. Er fand die Pflanze auf einer quelligen Wiese am Rande einer Düne in Gesellschaft von Carex pulicaris, Eriophorum polystachyum, Juncus supinus, Drosera rotundifolia, Viola palustris, Hydrocotyle vulgaris u. a. [...] In Gesellschaft von Gentiana verna fand sich ferner noch die typische Form von Polygala amara, die aus Schlesien noch nicht bekannt war.",14.46084,51.48853,"","1936","Hydrocotyle vulgaris L."
"1829","Hypericum hirsutum","@schalowErgebnisseDurchforschungSchlesischen1932","Hypericum hirsutum Kanth: Gilgenauer Mühle (Schoepke)!",16.76924,51.00192,"nieistniejący młyn, Kilianów, gm. Kąty Wrocławskie","1932","Hypericum hirsutum L."
"1830","Hypericum hirsutum","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Hypericum hirsutum Kanth: Kieferberg bei Krieblowitz (Schoepke)!",16.79848,51.01842,"[wzgórze] Wierzchowiska, Krobielowice, gm. Kąty Wrocławskie","1933","Hypericum hirsutum L."
"1831","Hypericum hirsutum","@schalowErgebnisseDurchforschungSchlesischen1935","Hypericum hirsutum Kanth: mehrfach (Schoepke)!",16.77783,51.02917,"Kąty Wrocławskie","1935","Hypericum hirsutum L."
"1832","Hypericum hirsutum","@schalowErgebnisseDurchforschungSchlesischen1936","Der Konradswaldauer Hochwald ist sonst noch ausgezeichnet durch das Vorkommen von Daphne mezereum, Lilium Martagon (Wittig), Asperula odorata, A. Aparine, Sanicula europaea, Melica uniflora, Neottia nidus avis, Euphorbia dulcis, Hypericum hirsutum, Viola mirabilis u. a.",17.36155,50.79611,"Przylesie, gm. Olszanka, pow. brzeski, las","1936","Hypericum hirsutum L."
"1833","Hypochoeris glabra","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Hypochoeris glabra Strehlen: Äcker bei Schönbrunn!",17.18909,50.7054,"Strużyna, gm. Przeworno, pow. strzeliński; pola","1933","Hypochoeris glabra L."
"1834","Hypochoeris glabra","@schalowErgebnisseDurchforschungSchlesischen1935","Hypochoeris glabra Kanth: Neudorfer Wiesen (Schoepke)",16.72709,51.02843,"Nowa Wieś Kącka, gm. Kąty Wrocławskie, na łąkach","1935","Hypochoeris glabra L."
"1835","Hyssopus officinalis","@schalowErgebnisseDurchforschungSchlesischen1932","Hyssopus officinalis [...] Laband: Kirchhofsmauer (Czmok)!",18.65432,50.3285,"Łabędy, Gliwice; mur kościelny","1932","Hyssopus officinalis L."
"1836","Hyssopus officinalis","@schalowErgebnisseDurchforschungSchlesischen1932","Hyssopus officinalis Goldberg: Ndr.-Kauffung (Kulke); [...]",15.91416,50.97473,"Wojcieszów, pow. złotoryjski","1932","Hyssopus officinalis L."
"1837","Hyssopus officinalis","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Hyssopus officinalis Jauer: Kirchhofsmauer in Leipe (Strauch)",16.01735,50.97164,"Lipa, gm. Bolków, pow. jaworski; na murze przykościelnym","1933","Hyssopus officinalis L."
"1838","Hyssopus officinalis f. albus Alefeld","@schalowErgebnisseDurchforschungSchlesischen1935","Hyssopus officinalis Neiße: Kirchhofsmauer in Borkendorf, hier auch f. albus Alefeld (Simon)!",17.2782,50.35526,"Burgrabice, gm. Głuchołazy, mur cmentarny","1935","Hyssopus officinalis L."
"1839","Hyssopus officinalis","@schalowErgebnisseDurchforschungSchlesischen1935","Hyssopus officinalis [...] Neiße: Kirchhofsmauer in Borkendorf [...] (Simon)!",17.2782,50.35526,"Burgrabice, gm. Głuchołazy, mur cmentarny","1935","Hyssopus officinalis L."
"1840","Hyssopus officinalis","@schalowErgebnisseDurchforschungSchlesischen1935","Hyssopus officinalis [...] Habelschwerdt: Stadtmauer (Becker)!;",16.65159,50.29789,"Bystrzyca Kłodzka, na murze miejskim","1935","Hyssopus officinalis L."
"1841","Hyssopus officinalis","@schalowErgebnisseDurchforschungSchlesischen1935","Hyssopus officinalis Jauer: Schlaup (Strauch)!;",16.10288,51.09739,"Słup","1935","Hyssopus officinalis L."
"1842","Iberis Lagascana DC.","@schalowErgebnisseDurchforschungSchlesischen1934","Iberis Lagascana DC. ( = I. spathulata Lag.) Breslau: Schuttplatz in Bischofswalde, wohl mit Gartenschutt verschleppt!",17.09846,51.09952,"Wrocław, Biskupin, wysypisko śmieci","1934","Iberis carnosa subsp. lagascana (DC.) Mateo & Figuerola"
"1843","Illecebrum verticillatum","@wimmerBerichtUberVerhandlungen1850","Aus der Flora der Lausitz und dem nächstangrenzenden Theile der Mark vom Apotheker Knorr in
Sommerfeld. (Als neu für Schlesien: [...] aus den Umgebungen von Sommerfeldt: Reseda luteola, Nasturtium officinale, Drosera longifolia und intermedia häufig, Illecebrum, Sedum villosum, Myriophyllum verticillatum, [...] Astragalus arenarius, Valeriana exaltata und sambucifolia, Arnica montana, Xanthium spinosum, durch die Karden eingeführt; Andromeda polifolia, Pulmonaria angustifolia, Omphalodes scorpioides, Utricularia minor und intermedia, Thesium ebracteatum, Potamogeton rufescens, Scheuchzeria, Sturmia Loeselii, Cephalanthera rubra, Leucoium vernum, Juncus Tanageia, Holoschoenus, Rhynchospora fusca, Cladium Mariscus, Carex limosa, Calamagostris stricta, Lycopodium inundatum, Chara syncarpa.)",14.979,51.78799,"Lubsko, gm. Lubsko, pow. żarski","1850","Illecebrum verticillatum L."
